date,keyword,platform,metric
2025-07-10 06:00:00,AI,google_trends,97
2025-07-10 07:00:00,AI,google_trends,90
2025-07-10 08:00:00,AI,google_trends,88
2025-07-10 09:00:00,AI,google_trends,88
2025-07-10 10:00:00,AI,google_trends,85
2025-07-10 11:00:00,AI,google_trends,77
2025-07-10 12:00:00,AI,google_trends,79
2025-07-10 13:00:00,AI,google_trends,78
2025-07-10 14:00:00,AI,google_trends,77
2025-07-10 15:00:00,AI,google_trends,78
2025-07-10 16:00:00,AI,google_trends,75
2025-07-10 17:00:00,AI,google_trends,73
2025-07-10 18:00:00,AI,google_trends,68
2025-07-10 19:00:00,AI,google_trends,61
2025-07-10 20:00:00,AI,google_trends,64
2025-07-10 21:00:00,AI,google_trends,65
2025-07-10 22:00:00,AI,google_trends,66
2025-07-10 23:00:00,AI,google_trends,73
2025-07-11 00:00:00,AI,google_trends,73
2025-07-11 01:00:00,AI,google_trends,80
2025-07-11 02:00:00,AI,google_trends,89
2025-07-11 03:00:00,AI,google_trends,90
2025-07-11 04:00:00,AI,google_trends,93
2025-07-11 05:00:00,AI,google_trends,87
2025-07-11 06:00:00,AI,google_trends,97
2025-07-11 07:00:00,AI,google_trends,88
2025-07-11 08:00:00,AI,google_trends,93
2025-07-11 09:00:00,AI,google_trends,81
2025-07-11 10:00:00,AI,google_trends,77
2025-07-11 11:00:00,AI,google_trends,75
2025-07-11 12:00:00,AI,google_trends,69
2025-07-11 13:00:00,AI,google_trends,74
2025-07-11 14:00:00,AI,google_trends,76
2025-07-11 15:00:00,AI,google_trends,73
2025-07-11 16:00:00,AI,google_trends,69
2025-07-11 17:00:00,AI,google_trends,67
2025-07-11 18:00:00,AI,google_trends,91
2025-07-11 19:00:00,AI,google_trends,64
2025-07-11 20:00:00,AI,google_trends,60
2025-07-11 21:00:00,AI,google_trends,61
2025-07-11 22:00:00,AI,google_trends,61
2025-07-11 23:00:00,AI,google_trends,61
2025-07-12 00:00:00,AI,google_trends,63
2025-07-12 01:00:00,AI,google_trends,74
2025-07-12 02:00:00,AI,google_trends,76
2025-07-12 03:00:00,AI,google_trends,80
2025-07-12 04:00:00,AI,google_trends,87
2025-07-12 05:00:00,AI,google_trends,87
2025-07-12 06:00:00,AI,google_trends,85
2025-07-12 07:00:00,AI,google_trends,76
2025-07-12 08:00:00,AI,google_trends,82
2025-07-12 09:00:00,AI,google_trends,78
2025-07-12 10:00:00,AI,google_trends,75
2025-07-12 11:00:00,AI,google_trends,72
2025-07-12 12:00:00,AI,google_trends,73
2025-07-12 13:00:00,AI,google_trends,75
2025-07-12 14:00:00,AI,google_trends,74
2025-07-12 15:00:00,AI,google_trends,73
2025-07-12 16:00:00,AI,google_trends,74
2025-07-12 17:00:00,AI,google_trends,69
2025-07-12 18:00:00,AI,google_trends,69
2025-07-12 19:00:00,AI,google_trends,58
2025-07-12 20:00:00,AI,google_trends,58
2025-07-12 21:00:00,AI,google_trends,59
2025-07-12 22:00:00,AI,google_trends,58
2025-07-12 23:00:00,AI,google_trends,63
2025-07-13 00:00:00,AI,google_trends,63
2025-07-13 01:00:00,AI,google_trends,66
2025-07-13 02:00:00,AI,google_trends,72
2025-07-13 03:00:00,AI,google_trends,74
2025-07-13 04:00:00,AI,google_trends,80
2025-07-13 05:00:00,AI,google_trends,83
2025-07-13 06:00:00,AI,google_trends,83
2025-07-13 07:00:00,AI,google_trends,83
2025-07-13 08:00:00,AI,google_trends,81
2025-07-13 09:00:00,AI,google_trends,78
2025-07-13 10:00:00,AI,google_trends,84
